@relation Water-quality

@attribute std_temp numeric
@attribute std_pH numeric
@attribute conduct numeric
@attribute o2 numeric
@attribute o2sat numeric
@attribute co2 numeric
@attribute hardness numeric
@attribute no2 numeric
@attribute no3 numeric
@attribute nh4 numeric
@attribute po4 numeric
@attribute cl numeric
@attribute sio2 numeric
@attribute kmno4 numeric
@attribute k2cr2o7 numeric
@attribute bod numeric
@attribute 25400 {0,1}
@attribute 29600 {0,1}
@attribute 30400 {0,1}
@attribute 33400 {0,1}
@attribute 17300 {0,1}
@attribute 19400 {0,1}
@attribute 34500 {0,1}
@attribute 38100 {0,1}
@attribute 49700 {0,1}
@attribute 50390 {0,1}
@attribute 55800 {0,1}
@attribute 57500 {0,1}
@attribute 59300 {0,1}
@attribute 37880 {0,1}

@data
0.662302529581739,23.722052590115300,2.973240868994000,5.343705814591250,4.446808554695950,0.000000000000000,3.546432983126130,0.403047084780043,2.362221952109060,0.232043564105463,0.189460454356621,1.459533263135080,1.663323966869020,1.026990420368790,0.841600371646971,0.203595677156795,1,0,0,0,0,1,1,0,1,1,1,1,1,1
2.025866561073560,23.722052590115300,3.298439089040220,4.100983532128170,4.072902730277070,0.155396203392399,3.388813739431640,0.345468929811465,2.178152709087570,0.210948694641330,0.526279039879504,1.739018356075840,2.217765289158690,0.837807974511382,0.712491223723856,0.150483761376762,0,1,0,1,1,1,1,0,1,1,1,1,1,0
3.253074189416190,23.421773443405000,2.740956426103840,3.645318695225040,4.157476666752770,0.699282915265795,2.955360819271780,0.460625239748621,3.098498924195000,0.097036399535012,0.315767423927702,0.776347480391000,3.188037603165610,0.851321006358340,0.707709403430407,0.247855606973490,1,1,0,0,1,0,1,0,1,1,1,0,1,1
3.759540829684580,24.022331736825600,2.657334026663380,3.231077934404010,3.877047298438610,0.000000000000000,3.034170441119030,6.966956751197890,1.932727051725590,0.147664086248931,0.210511615951802,0.817752679345187,2.633596280875940,0.918886165593129,0.736400325191100,0.416043340276929,1,1,0,0,1,1,1,1,1,1,1,1,0,0
1.928469130252710,23.121494296694700,2.332135806617170,4.515224292949200,4.429003515437910,0.699282915265795,3.112980062966270,0.633359704654353,2.147474501917320,0.189853825177197,0.357869747118063,1.076535172808850,2.598943698232840,0.851321006358340,0.827254910766625,0.345227452570218,0,0,1,0,0,1,0,0,1,0,0,1,0,1
2.863484466132810,23.421773443405000,2.833870203259900,3.479622390896630,3.805827141406440,0.815830067810094,3.704052226820630,0.230312619874310,2.055439880406580,0.147664086248931,0.399972070308423,1.469884562873630,2.217765289158690,1.189146802532280,0.937236777515945,0.637342989360402,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0.506466640268389,23.121494296694700,2.796704692397480,6.089339184069100,4.958703433364650,0.155396203392399,3.191789684813520,0.287890774842888,2.454256573619800,0.160321007927411,0.126306969571081,1.045481273593210,3.084079855236300,0.716190687888762,0.535563872866254,0.212447663120134,0,1,0,0,1,1,0,1,1,0,1,0,0,0
1.071371739029280,23.421773443405000,2.963949491278390,4.680920597277610,4.117415328422170,0.000000000000000,3.349408928508020,0.403047084780043,3.037142509854500,0.185634851284370,0.294716262332522,1.148994270978680,2.737554028805250,0.864834038205298,0.463836568464524,0.300967522753523,0,1,0,0,0,0,0,1,1,1,0,0,1,1
2.532333201341940,23.121494296694700,1.904732431699280,3.811014999553450,4.019487612502940,0.427339559329097,2.521907899111920,0.633359704654353,1.411197529831380,0.307985094176342,0.315767423927702,0.703888382221173,1.524713636296600,0.891860101899213,0.473400209051421,0.230151635046812,0,0,0,0,0,1,0,0,1,0,1,0,1,1
0.759699960402583,24.622890030246300,3.094028779296880,5.343705814591250,4.504674932284580,0.427339559329097,3.585837794049760,0.287890774842888,2.300865537768560,0.156102034034584,0.189460454356621,1.366371565488160,2.668248863519050,0.810781910817467,0.583382075800741,0.239003621010151,0,1,0,0,0,1,0,0,1,1,1,0,1,0
3.623184426535400,24.322610883536000,2.685208159810200,3.562470543060840,4.215343044341400,0.155396203392399,3.112980062966270,0.575781549685776,1.595266772852870,0.118131268999145,0.084204646380721,0.859157878299374,2.217765289158690,0.986451324827918,0.363418342302101,0.239003621010151,1,1,0,0,1,1,1,1,0,0,1,0,0,0
4.012774149818770,22.821215149984300,3.447101132489920,2.858261249665090,3.512043993648750,0.000000000000000,3.625242604973380,0.863672324528664,2.024761673236330,0.156102034034584,0.842046463807206,1.449181963396530,2.564291115589730,1.094555579603580,0.745963965777997,0.442599298166946,1,1,1,0,1,1,1,1,1,0,0,1,0,1
0.681782015745908,22.821215149984300,3.038280513003240,5.675098423248080,4.736140442639130,0.427339559329097,3.822266659591500,0.403047084780043,3.159855338535490,0.164539981820237,0.105255807975901,1.542343661043450,1.732629132155220,1.216172866226200,0.750745786071445,0.327523480643540,0,1,0,1,0,1,1,0,1,1,1,0,1,1
2.045346047237720,23.722052590115300,2.583003004938530,4.473800216867100,4.451259814510460,0.271943355936698,3.625242604973380,0.460625239748621,3.251889960046230,0.232043564105463,0.715739494236125,1.356020265749610,2.183112706515580,0.851321006358340,0.769873067245240,0.283263550826845,0,0,0,1,1,1,1,1,1,1,1,1,0,1
3.486828023386220,23.421773443405000,2.954658113562780,4.142407608210280,4.838519418372870,0.815830067810094,3.034170441119030,0.403047084780043,2.331543744938810,0.092817425642185,0.189460454356621,0.973022175423387,3.222690185808720,0.891860101899213,0.698145762843510,0.159335747340101,0,1,0,1,1,0,1,1,1,1,1,0,1,1
1.908989644088540,21.920377709853400,2.592294382654140,4.639496521195510,4.540285010800670,2.719433559366980,3.388813739431640,0.575781549685776,2.975786095514010,0.126569216784798,0.294716262332522,1.086886472547400,2.598943698232840,0.743216751582678,0.411236545236588,0.265559578900168,0,0,0,0,1,1,1,0,1,0,1,0,1,1
0.623343557253402,23.421773443405000,2.824578825544300,5.467978042837560,4.526931231357140,0.155396203392399,3.585837794049760,0.287890774842888,3.343924581556980,0.071722556178052,0.084204646380721,1.200750769671410,3.222690185808720,0.689164624194847,0.425582006116934,0.106223831560067,0,1,0,0,1,1,0,0,1,1,0,0,0,1
1.051892252865120,22.821215149984300,3.326313222187030,4.805192825523920,4.215343044341400,0.427339559329097,3.743457037744250,0.403047084780043,4.632409282707370,0.236262537998290,0.315767423927702,1.418128064180890,2.806859194091460,0.729703719735720,0.368200162595550,0.212447663120134,0,0,0,1,1,1,1,1,1,1,1,1,0,0
2.610251145998620,22.520936003274000,2.006937586570950,3.769590923471350,4.010585092873920,0.543886711873396,2.482503088188290,0.921250479497241,1.810014223044600,0.194072799070024,0.315767423927702,0.807401379606640,1.697976549512120,0.891860101899213,0.588163896094190,0.327523480643540,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.935015335880103,24.622890030246300,3.363478733049460,6.420731792725930,5.541818469065520,0.815830067810094,3.861671470515120,0.345468929811465,3.374602788727220,0.130788190677625,0.189460454356621,1.531992361304910,2.391028202374210,0.783755847123551,0.511654771399011,0.380635396423574,0,0,0,1,0,0,0,0,1,0,1,1,1,1
3.545266481878720,23.722052590115300,1.886149676268070,3.355350162650320,3.939364935841760,0.155396203392399,3.073575252042650,0.748516014591509,1.717979601533860,0.126569216784798,0.126306969571081,0.859157878299374,2.113807541229370,1.121581643297500,0.506872951105562,0.203595677156795,1,0,1,0,1,1,1,1,1,1,1,0,0,0
4.636117707072180,24.322610883536000,3.335604599902640,4.722344673359710,6.129384764580900,0.000000000000000,3.704052226820630,0.460625239748621,2.607647609471040,0.084379477856532,0.421023231903603,1.594100159736190,2.460333367660420,1.108068611450540,0.827254910766625,0.318671494680201,1,1,1,0,1,0,1,1,1,0,0,0,1,0
0.662302529581739,22.821215149984300,3.121902912443700,5.799370651494390,4.825165638929340,0.000000000000000,3.625242604973380,0.403047084780043,2.669004023811530,0.215167668534157,0.210511615951802,1.563046260520550,1.559366218939700,1.324277121001860,1.052000464558710,0.548823129727013,1,0,0,0,1,1,1,0,1,1,0,0,1,1
2.045346047237720,24.622890030246300,2.490089227782470,4.556648369031300,4.535833750986160,0.000000000000000,3.546432983126130,0.460625239748621,2.883751474003260,0.215167668534157,0.673637171045765,1.273209867841240,2.044502375943160,0.783755847123551,0.765091246951792,0.247855606973490,0,0,0,0,1,1,1,0,1,0,1,0,1,0
3.623184426535400,24.322610883536000,2.852452958691120,3.769590923471350,4.460162334139480,0.000000000000000,2.994765630195400,0.460625239748621,2.055439880406580,0.113912295106318,0.315767423927702,0.776347480391000,3.153385020522510,0.824294942664424,0.664673020789369,0.194743691193456,0,0,1,0,1,1,1,0,1,1,1,0,1,0
1.889510157924370,22.821215149984300,2.360009939763990,4.142407608210280,4.046195171390010,2.058999694949290,3.112980062966270,0.690937859622931,2.515612987960290,0.113912295106318,0.357869747118063,1.117940371763040,2.529638532946630,0.878347070052256,0.502091130812113,0.230151635046812,0,0,0,0,1,1,0,1,1,0,1,0,0,0
0.584384584925064,24.022331736825600,2.629459893516570,5.219433586344950,4.295465721002590,0.155396203392399,3.270599306660770,0.287890774842888,2.638325816641280,0.118131268999145,0.105255807975901,1.086886472547400,3.118732437879400,0.702677656041805,0.779436707832138,0.088519859633389,1,0,0,0,1,1,0,0,1,1,0,0,0,0
1.071371739029280,23.421773443405000,3.121902912443700,4.888040977688130,4.299916980817100,0.699282915265795,3.507028172202510,0.460625239748621,2.822395059662770,0.240481511891116,0.294716262332522,1.273209867841240,2.633596280875940,0.770242815276593,0.277345577020024,0.327523480643540,0,0,0,0,1,1,0,1,1,1,1,0,0,1
2.571292173670280,23.421773443405000,1.960480697992920,3.728166847389250,3.948267455470780,0.427339559329097,2.482503088188290,0.748516014591509,1.932727051725590,0.075941530070879,0.357869747118063,0.631429284051347,1.351450723081080,0.797268878970509,0.588163896094190,0.336375466606879,0,0,0,0,0,1,0,0,1,0,0,0,1,1
0.701261501910077,24.022331736825600,3.214816689599760,4.970889129852330,4.157476666752770,0.971226271202493,3.782861848667880,0.345468929811465,2.822395059662770,0.172977929605891,0.147358131166261,1.407776764442350,2.460333367660420,0.986451324827918,0.707709403430407,0.557675115690352,1,0,0,0,1,1,0,0,1,0,1,0,0,0
3.506307509550380,23.722052590115300,2.471506472351260,3.521046466978730,4.117415328422170,0.000000000000000,3.034170441119030,0.633359704654353,1.810014223044600,0.126569216784798,0.126306969571081,0.859157878299374,2.079154958586270,1.054016484062710,0.645545739615574,0.221299649083473,1,1,0,1,1,1,1,0,1,0,1,0,0,0
4.246527983788800,23.722052590115300,3.028989135287630,3.438198314814530,4.313270760260630,0.000000000000000,3.743457037744250,0.345468929811465,2.423578366449550,0.506276867139192,0.252613939142162,1.418128064180890,2.321723037088000,1.283738025460990,0.698145762843510,0.292115536790184,1,1,0,0,0,1,1,1,1,0,0,0,0,0
0.623343557253402,22.220656856563700,4.552775080647060,2.154051956269340,1.784955185618690,2.058999694949290,4.649767688987600,0.633359704654353,0.429494900383465,1.611648027059760,0.778892979021666,3.664360107445520,3.499910846953550,4.013370458546460,4.131492733539670,4.186989360659310,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2.084305019566060,22.520936003274000,4.915138811555700,1.905507499776730,1.905139200610480,4.117999389898570,4.610362878063970,0.403047084780043,0.521529521894207,2.236056163198100,0.905199948592746,2.929417826008710,3.361300516381140,1.202659834379240,1.740582586815330,1.212722076977430,0,1,1,0,1,1,1,1,0,0,0,0,0,1
3.993294663654600,22.220656856563700,3.614345931370830,1.449842662873600,1.776052665989670,8.896432644214840,3.743457037744250,0.806094169560086,0.184069243021485,0.092817425642185,0.189460454356621,1.573397560259090,4.123657334529430,1.553998662400140,1.506273392436340,1.451725697987580,0,1,0,1,1,1,0,1,0,0,0,0,0,1
2.142743478058570,21.920377709853400,2.936075358131570,3.272502010486120,3.293932262737740,4.778433254316270,4.137505146980490,0.460625239748621,1.595266772852870,0.177196903498717,0.210511615951802,1.356020265749610,2.980122107306990,0.770242815276593,0.449491107584178,0.672750933213758,0,0,1,0,1,1,1,0,0,0,0,0,0,1
2.844004979968650,22.220656856563700,3.103320157012480,0.869905597724158,0.948118340490728,2.719433559366980,4.373934012522230,0.345468929811465,0.184069243021485,0.185634851284370,0.421023231903603,1.231804668887050,2.910816942020780,0.783755847123551,0.626418458441779,0.451451284130285,0,0,0,1,0,1,0,1,0,0,0,0,0,1
0.876576877387596,22.520936003274000,3.121902912443700,3.976711303881860,3.405213758100500,2.058999694949290,3.822266659591500,0.403047084780043,2.945107888343760,0.303766120283515,0.021051161595180,2.080611247447880,4.366225413031160,1.499946535012310,1.200236893655620,0.708158877067114,0,1,0,0,1,1,1,1,0,0,0,0,0,1
1.324605059163480,22.520936003274000,3.084737401581270,4.183831684292380,3.801375881591930,2.058999694949290,3.664647415897010,0.460625239748621,1.779336015874350,0.244700485783943,0.294716262332522,1.521641061566360,3.361300516381140,1.040503452215750,1.061564105145610,0.840938666517197,0,0,0,0,0,0,0,0,1,0,0,0,1,1
